prefix,resource,organisation,reference,entity
conservation-area,,local-authority-eng:PUR,93,44008055
conservation-area,,local-authority-eng:PUR,75,44008056
conservation-area,,local-authority-eng:PUR,76,44008057
conservation-area,,local-authority-eng:PUR,77,44008058
conservation-area,,local-authority-eng:PUR,78,44008059
conservation-area,,local-authority-eng:PUR,79,44008060
conservation-area,,local-authority-eng:PUR,80,44008061
conservation-area,,local-authority-eng:PUR,81,44008062
conservation-area,,local-authority-eng:PUR,82,44008063
conservation-area,,local-authority-eng:PUR,83,44008064
conservation-area,,local-authority-eng:PUR,84,44008065
conservation-area,,local-authority-eng:PUR,85,44008066
conservation-area,,local-authority-eng:PUR,86,44008067
conservation-area,,local-authority-eng:PUR,87,44008068
conservation-area,,local-authority-eng:PUR,88,44008069
conservation-area,,local-authority-eng:PUR,89,44008070
conservation-area,,local-authority-eng:PUR,94,44008071
conservation-area,,local-authority-eng:PUR,95,44008072
conservation-area,,local-authority-eng:PUR,96,44008073
conservation-area,,local-authority-eng:PUR,97,44008074
conservation-area,,local-authority-eng:PUR,98,44008075
conservation-area,,local-authority-eng:PUR,99,44008076
conservation-area,,local-authority-eng:PUR,101,44008077
conservation-area,,local-authority-eng:PUR,100,44008078
conservation-area,,local-authority-eng:PUR,102,44008079
conservation-area,,local-authority-eng:PUR,104,44008080
conservation-area,,local-authority-eng:PUR,105,44008081
conservation-area,,local-authority-eng:PUR,103,44008082
conservation-area,,local-authority-eng:PUR,106,44008083
conservation-area,,local-authority-eng:PUR,107,44008084
conservation-area,,local-authority-eng:PUR,108,44008085
conservation-area,,local-authority-eng:PUR,109,44008086
conservation-area,,local-authority-eng:PUR,110,44008087
conservation-area,,local-authority-eng:PUR,111,44008088
conservation-area,,local-authority-eng:PUR,112,44008089
conservation-area,,local-authority-eng:PUR,113,44008090
conservation-area,,local-authority-eng:PUR,114,44008091
conservation-area,,local-authority-eng:PUR,115,44008092
conservation-area,,local-authority-eng:PUR,116,44008093
conservation-area,,local-authority-eng:PUR,117,44008094
conservation-area,,local-authority-eng:PUR,118,44008095
conservation-area,,local-authority-eng:PUR,119,44008096
conservation-area,,local-authority-eng:PUR,120,44008097
conservation-area,,local-authority-eng:PUR,121,44008098
conservation-area,,local-authority-eng:PUR,122,44008099
conservation-area,,local-authority-eng:PUR,123,44008100
conservation-area,,local-authority-eng:PUR,124,44008101
conservation-area,,local-authority-eng:PUR,125,44008102
conservation-area,,local-authority-eng:PUR,126,44008103
conservation-area,,local-authority-eng:DUR,idb5db342c-97f4-4cb6-b582-54214cc07720,44008104
conservation-area,,local-authority-eng:DUR,id08984bf7-bd1a-4523-a359-1894d04f6cea,44008105
conservation-area,,local-authority-eng:DUR,id781e2150-8a3a-4cd3-9f83-f21c0386a0ac,44008106
conservation-area,,local-authority-eng:DUR,idbd89d766-0a4e-43a7-b7f1-4881e062a6fd,44008107
conservation-area,,local-authority-eng:DUR,id0884a525-6b66-430b-b3c0-97898748c25d,44008108
conservation-area,,local-authority-eng:DUR,ida9425b66-a210-404a-89a7-128c6567a89b,44008109
conservation-area,,local-authority-eng:DUR,idf4c5bb56-20f3-46fc-9a57-acd9e8db8e61,44008110
conservation-area,,local-authority-eng:DUR,idb984b386-cb99-4aff-b4fc-6ded52ecb1a1,44008111
conservation-area,,local-authority-eng:DUR,idd769b55f-97ff-47d5-bd9b-cf778fb88d3b,44008112
conservation-area,,local-authority-eng:DUR,id6f64877b-cfc6-4a35-a2be-745272f21b4a,44008113
conservation-area,,local-authority-eng:DUR,id3417f7f4-3ae9-472c-b750-d4943a310344,44008114
conservation-area,,local-authority-eng:DUR,id31c27eaa-0c6e-41ac-a454-0585e2e6abba,44008115
conservation-area,,local-authority-eng:DUR,idb63ddf86-995b-497a-8d13-c3cf15fe085e,44008116
conservation-area,,local-authority-eng:DUR,id07076b3b-ae58-470c-9b48-7947752f8a27,44008117
conservation-area,,local-authority-eng:DUR,id03dde4be-df14-4a05-8af9-4b5a1cc12f41,44008118
conservation-area,,local-authority-eng:DUR,id62eff91f-9e1d-4c6f-bd2a-df187b4232f7,44008119
conservation-area,,local-authority-eng:DUR,idc17ce1cf-0b25-4daf-8655-331cd6194da5,44008120
conservation-area,,local-authority-eng:DUR,id71559846-d353-48d7-9ed1-482e7b1f3927,44008121
conservation-area,,local-authority-eng:DUR,idb93dd19b-67f0-4457-984b-b0062868c68b,44008122
conservation-area,,local-authority-eng:DUR,id738a261d-47ba-4ab6-bfff-f6234bc77ac2,44008123
conservation-area,,local-authority-eng:DUR,idc5d34919-afd7-4eb9-b444-29cb11c33b7d,44008124
conservation-area,,local-authority-eng:DUR,id07d84b3d-b4bc-4309-ac18-39f2ccacbcef,44008125
conservation-area,,local-authority-eng:DUR,ida5cb90af-d1c9-4daa-a8fc-97f3141e50ef,44008126
conservation-area,,local-authority-eng:DUR,ide13b3903-7fa6-47d3-b605-c9b1c6a6c419,44008127
conservation-area,,local-authority-eng:DUR,id11cf019c-6402-414d-a9b1-b95833d816f3,44008128
conservation-area,,local-authority-eng:DUR,idac05ec9e-893e-49b0-997a-19eb9ff5ee52,44008129
conservation-area,,local-authority-eng:DUR,idea272f78-8233-41b2-8019-ea91a81bb3f4,44008130
conservation-area,,local-authority-eng:DUR,id1a1ea5cb-349c-4e90-8e69-ef830f0df773,44008131
conservation-area,,local-authority-eng:DUR,id97326d46-0ed0-42d0-933c-6a64531aec59,44008132
conservation-area,,local-authority-eng:DUR,ide0eb5014-1851-484e-8207-ca8defd962ba,44008133
conservation-area,,local-authority-eng:DUR,ide8afb905-98e3-4c33-a00a-638032fe5e5c,44008134
conservation-area,,local-authority-eng:DUR,id20844486-868f-4497-a781-5e0e2ac69e5a,44008135
conservation-area,,local-authority-eng:DUR,idd9eaab71-d2bd-4b87-b5ef-c47f06aa499a,44008136
conservation-area,,local-authority-eng:DUR,id384f49e9-f822-4c51-b6ad-5946e6aeba37,44008137
conservation-area,,local-authority-eng:DUR,id63b30e0c-5e9d-40c7-93b7-4417b407c26a,44008138
conservation-area,,local-authority-eng:DUR,idfac006fe-6ebe-4b71-86d3-465ecf4c6370,44008139
conservation-area,,local-authority-eng:DUR,id5ec9a698-71ca-4e52-a895-7fb8bdfc9a9e,44008140
conservation-area,,local-authority-eng:DUR,id9f5d9c12-6e86-486e-8169-394f09b76deb,44008141
conservation-area,,local-authority-eng:DUR,id3d5c03f5-1e08-41eb-81c8-20aa9b9fca54,44008142
conservation-area,,local-authority-eng:DUR,id2de27bf4-ce34-4307-8a13-1d823491eadf,44008143
conservation-area,,local-authority-eng:DUR,id73dfe30f-724e-4451-97c3-d36cd7bef89a,44008144
conservation-area,,local-authority-eng:DUR,ide8da0d86-0abe-4d9b-93a8-4ca989794aae,44008145
conservation-area,,local-authority-eng:DUR,id92ab8a45-e1c0-44d8-a954-a39f3c492d56,44008146
conservation-area,,local-authority-eng:DUR,id8b0f63d6-d335-495d-b4d6-8f2850250bc4,44008147
conservation-area,,local-authority-eng:DUR,idb25611c9-072e-4f0f-b6a5-b67e440bdebe,44008148
conservation-area,,local-authority-eng:DUR,id2f0a16b1-4582-44f6-8d95-48c0b0adb124,44008149
conservation-area,,local-authority-eng:DUR,id39e0449a-95b1-4075-9895-b22ecc1c1830,44008150
conservation-area,,local-authority-eng:DUR,id56c11166-668a-47fc-b757-659d14d30a63,44008151
conservation-area,,local-authority-eng:DUR,id0a3227a6-07a6-447c-b90a-2e6e0ccad1d5,44008152
conservation-area,,local-authority-eng:DUR,ide2fe0c11-0cc3-42b9-a42c-1495c2fcf7f8,44008153
conservation-area,,local-authority-eng:DUR,id017c7a18-c20f-4f9a-8c95-aacb18816b5d,44008154
conservation-area,,local-authority-eng:DUR,id33c6e659-ad3a-4732-9310-caafecf9ec24,44008155
conservation-area,,local-authority-eng:DUR,id16b7fddd-b821-4e1d-96d5-f09a52e41b8c,44008156
conservation-area,,local-authority-eng:DUR,iddfb04b77-bb40-45db-bdc2-0ad1f044bf9a,44008157
conservation-area,,local-authority-eng:DUR,id4da3e7d3-a324-4b99-88c7-bbc30980f8dc,44008158
conservation-area,,local-authority-eng:DUR,id166bbf9b-a145-4c67-b5a6-10a67837259d,44008159
conservation-area,,local-authority-eng:DUR,id6c098027-62c8-418a-a97f-b538e97a2be3,44008160
conservation-area,,local-authority-eng:DUR,ide522c55f-cb4c-4252-9d31-e91d804f0cf6,44008161
conservation-area,,local-authority-eng:DUR,idfafabf4f-8c6c-41d8-ae44-dcf25c98af02,44008162
conservation-area,,local-authority-eng:DUR,idc0b87139-ef7e-4862-9af5-c210a97f9e8a,44008163
conservation-area,,local-authority-eng:DUR,idc180c452-a8f5-4d79-be81-81b4e539c622,44008164
conservation-area,,local-authority-eng:DUR,iddec55dff-2fcc-422c-9e30-eb6f47e72e2b,44008165
conservation-area,,local-authority-eng:DUR,id32bcf878-3ed4-4035-a810-7a14e14ca90d,44008166
conservation-area,,local-authority-eng:DUR,id26a2e7e8-8f3f-4d7c-98a2-01c51d27d3eb,44008167
conservation-area,,local-authority-eng:DUR,id60c08df0-310e-4246-b72f-f404344f6b6f,44008168
conservation-area,,local-authority-eng:DUR,id920ab698-9150-4129-9f8a-d2dafa8833c7,44008169
conservation-area,,local-authority-eng:DUR,id6654362b-7b28-4f38-ae81-411085afac5f,44008170
conservation-area,,local-authority-eng:DUR,idd50f5219-bfaa-4038-8c58-97f2ae539f45,44008171
conservation-area,,local-authority-eng:DUR,id5e27e570-a878-46d9-8360-fa685c687ccc,44008172
conservation-area,,local-authority-eng:DUR,id4538d9a2-ca2a-4638-9506-fa85d8775802,44008173
conservation-area,,local-authority-eng:DUR,id5dd6f1e5-1758-49f9-aad6-2e8802590738,44008174
conservation-area,,local-authority-eng:DUR,idd014a04f-8962-462a-aeae-7bf3d25f7f28,44008175
conservation-area,,local-authority-eng:DUR,id2d8053f9-3e6d-4766-8770-6a350b1eb7b9,44008176
conservation-area,,local-authority-eng:DUR,idcf13fc76-4c02-43fb-a16a-0f86565e7aeb,44008177
conservation-area,,local-authority-eng:DUR,id7e8c75c7-b980-4e5f-a4c3-49e89f1ed8d4,44008178
conservation-area,,local-authority-eng:DUR,idbc6cfa0d-7e82-435b-ad4a-b64451c8e0c8,44008179
conservation-area,,local-authority-eng:DUR,ide05f0f54-aff7-40c3-92ed-a6e995ef7b53,44008180
conservation-area,,local-authority-eng:DUR,id4e902646-f427-4d81-b258-a0118849ee28,44008181
conservation-area,,local-authority-eng:DUR,id68ea84da-1e66-4754-a08a-afc9db923213,44008182
conservation-area,,local-authority-eng:DUR,idcc2417a7-e69e-4627-954d-d981cc623485,44008183
conservation-area,,local-authority-eng:DUR,id14ab9510-3516-4473-a397-969083dcd0ea,44008184
conservation-area,,local-authority-eng:DUR,idfa54c011-f7db-4630-8d4c-95bef6327d7e,44008185
conservation-area,,local-authority-eng:DUR,id988f0522-0284-447c-967c-f1dc35052753,44008186
conservation-area,,local-authority-eng:DUR,id56189e48-0d2d-49ba-a2f1-cc2ab197ddd1,44008187
conservation-area,,local-authority-eng:DUR,ide02961d9-d83a-47a3-ab82-0007c4dc61e1,44008188
conservation-area,,local-authority-eng:DUR,id1549edf2-b009-4a52-88e8-09d103031e1e,44008189
conservation-area,,local-authority-eng:DUR,id90d470c1-87d7-4ed0-924c-2b87d63f008e,44008190
conservation-area,,local-authority-eng:DUR,id6fb7cf5d-aa3a-4609-b5ff-feb42f61212a,44008191
conservation-area,,local-authority-eng:DUR,idb111cb22-c6b1-4477-af8a-f2aba70ab227,44008192
conservation-area,,local-authority-eng:DUR,idfe376614-a751-4ef6-9d78-10a5e5c5e68f,44008193
conservation-area,,local-authority-eng:DUR,id0b71ba79-0207-4823-8fa9-edfdcf33e5ec,44008194
conservation-area,,local-authority-eng:DUR,ide5fb28fa-bedc-4002-b707-bc5b18663922,44008195
conservation-area,,local-authority-eng:DUR,idc448931e-8ec9-4c31-9241-47e24395dd7a,44008196
conservation-area,,local-authority-eng:DUD,conservation_areas,44008197
conservation-area,,local-authority-eng:STH,16,44008198
conservation-area,,local-authority-eng:SHF,40,44008199
conservation-area,,local-authority-eng:SLF,12,44008200
conservation-area,,local-authority-eng:SLF,2,44008201
conservation-area,,local-authority-eng:SLF,15,44008202
conservation-area,,local-authority-eng:SLF,16,44008203
conservation-area,,local-authority-eng:SLF,8,44008204
conservation-area,,local-authority-eng:SLF,13,44008205
conservation-area,,local-authority-eng:SLF,4,44008206
conservation-area,,local-authority-eng:SLF,5,44008207
conservation-area,,local-authority-eng:SLF,14,44008208
conservation-area,,local-authority-eng:SLF,7,44008209
conservation-area,,local-authority-eng:SLF,10,44008210
conservation-area,,local-authority-eng:SLF,6,44008211
conservation-area,,local-authority-eng:SLF,3,44008212
conservation-area,,local-authority-eng:SLF,1,44008213
conservation-area,,local-authority-eng:SLF,11,44008214
conservation-area,,local-authority-eng:SLF,9,44008215
conservation-area,,local-authority-eng:DUD,67,44008216
conservation-area,,local-authority-eng:DUD,68,44008217
conservation-area,,local-authority-eng:DUD,69,44008218
conservation-area,,local-authority-eng:DUD,77,44008219
conservation-area,,local-authority-eng:DUD,78,44008220
conservation-area,,local-authority-eng:DUD,79,44008221
conservation-area,,local-authority-eng:DUD,80,44008221
conservation-area,,local-authority-eng:DUD,70,44008222
conservation-area,,local-authority-eng:DUD,71,44008223
conservation-area,,local-authority-eng:DUD,81,44008224
conservation-area,,local-authority-eng:DUD,72,44008225
conservation-area,,local-authority-eng:DUD,73,44008226
conservation-area,,local-authority-eng:DUD,74,44008227
conservation-area,,local-authority-eng:DUD,76,44008228
conservation-area,,local-authority-eng:DUD,75,44008229
conservation-area,,local-authority-eng:DUD,82,44008230
conservation-area,,local-authority-eng:DUD,86,44008231
conservation-area,,local-authority-eng:DUD,87,44008232
conservation-area,,local-authority-eng:DUD,91,44008233
conservation-area,,local-authority-eng:DUD,83,44008234
conservation-area,,local-authority-eng:DUD,84,44008235
conservation-area,,local-authority-eng:DUD,85,44008236
conservation-area,,local-authority-eng:DUD,88,44008237
conservation-area,,local-authority-eng:DUD,89,44008238
conservation-area,,local-authority-eng:DUD,90,44008239
conservation-area,,local-authority-eng:DUD,92,44008240
conservation-area,,local-authority-eng:DUD,97,44008240
conservation-area,,local-authority-eng:DUD,95,44008241
conservation-area,,local-authority-eng:DUD,99,44008241
